Account,LEI,MemberID,Member Mnemonic,Firmcode,Market Source,Settles In,Settlement Code,Settlement Type,Settlement Provider,Market Making,TradingNotesMember
Tower Research Capital Europe Limited,54930090O4QNGA8IEC21,TOWERGS1,TOGS,264,SETS Order Book,CREST,303,Settlement-Agent,Goldman Sachs International,False,
Tower Research Capital Europe Limited,54930090O4QNGA8IEC21,TOWERGS1,TOGS,264,Off Book trading,CREST,303,Settlement-Agent,Goldman Sachs International,False,
Tower Research Capital Europe Limited,54930090O4QNGA8IEC21,TOWERGS1,TOGS,264,Off Book trading,Euroclear Bank,77834,Settlement-Agent,Goldman Sachs International,False,
Tradition Securities and Futures SA,969500ULC0Y1IG0A4O72,TREFFRP2,TREF,23,Off Book trading,DTCC,2601,Settlement-Agent,Tradition London Clearing Limited,False,
Tradition Securities and Futures SA,969500ULC0Y1IG0A4O72,TREFFRP2,TREF,23,Off Book trading,Euroclear Bank,27565,Settlement-Agent,Tradition London Clearing Limited,False,
Tradition Securities and Futures SA,969500ULC0Y1IG0A4O72,TREFFRP2,TREF,23,Off Book trading,CREST,DGQAQ,Settlement-Agent,Tradition London Clearing Limited,False,
Turner Pope Investments (TPI) Ltd,213800M3JEBD9MN3FN03,TPIIGB21,TPII,933,Off Book trading,Euroclear Bank,44436,Model-B,Jarvis Investment Management Limited,False,
Turner Pope Investments (TPI) Ltd,213800M3JEBD9MN3FN03,TPIIGB21,TPII,933,Off Book trading,CREST,842,Model-B,Jarvis Investment Management Limited,False,
UBS AG,BFM8T61CT2L1QCEMIK50,SWGEGB2LBIC,WARB,3,Off Book trading,CREST,003,Self-Settlement,UBS AG,False,
UBS AG,BFM8T61CT2L1QCEMIK50,SWGEGB2LBIC,WARB,3,Off Book trading,CREST,7965,Self-Settlement,UBS AG,False,
UBS AG,BFM8T61CT2L1QCEMIK50,UBSWGB2LEQU,UBS.,2,International Order Book,Euroclear Bank,90308,Self-Settlement,UBS AG,Yes,Market Maker - UK Securities
UBS AG,BFM8T61CT2L1QCEMIK50,UBSWGB2LEQU,UBS.,2,SETS Order Book,CREST,002,Self-Settlement,UBS AG,Yes,Market Maker - UK Securities
UBS AG,BFM8T61CT2L1QCEMIK50,UBSWGB2LEQU,UBS.,2,Off Book trading,CREST,002,Self-Settlement,UBS AG,Yes,Market Maker - UK Securities
UBS AG,BFM8T61CT2L1QCEMIK50,UBSWGB2LEQU,UBS.,2,Off Book trading,CREST,00201,Self-Settlement,UBS AG,Yes,Market Maker - UK Securities
UBS AG,BFM8T61CT2L1QCEMIK50,UBSWGB2LEQU,UBS.,2,Off Book trading,DTCC,2029,Self-Settlement,UBS AG,Yes,Market Maker - UK Securities
UBS AG,BFM8T61CT2L1QCEMIK50,UBSWGB2LEQU,UBS.,2,Off Book trading,Euroclear Bank,90308,Self-Settlement,UBS AG,Yes,Market Maker - UK Securities
UBS AG,BFM8T61CT2L1QCEMIK50,UBSWMLDN,UBSW,169,SETS Order Book,CREST,MOMAY,Self-Settlement,UBS AG,False,
UBS AG,BFM8T61CT2L1QCEMIK50,UBSWMLDN,UBSW,169,Off Book trading,CREST,MOMAY,Self-Settlement,UBS AG,False,
UBS AG London Branch,BFM8T61CT2L1QCEMIK50,UBSIBLDN,UBSA,413,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,90308,Self-Settlement,UBS AG London Branch,Yes,
UBS AG London Branch,BFM8T61CT2L1QCEMIK50,UBSIBLDN,UBSA,413,International Order Book,Euroclear Bank,90308,Self-Settlement,UBS AG London Branch,Yes,
UBS AG London Branch,BFM8T61CT2L1QCEMIK50,UBSIBLDN,UBSA,413,SETS Order Book,CREST,002,Self-Settlement,UBS AG London Branch,Yes,
UBS AG London Branch,BFM8T61CT2L1QCEMIK50,UBSIBLDN,UBSA,413,Off Book trading,CREST,002,Self-Settlement,UBS AG London Branch,Yes,
UBS AG London Branch,BFM8T61CT2L1QCEMIK50,UBSIBLDN,UBSA,413,Off Book trading,Euroclear Bank,90308,Self-Settlement,UBS AG London Branch,Yes,
UG Europe AG,50670029C9OFTU6NFN86,EUOECH21,EUOE,481,International Order Book,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,
UG Europe AG,50670029C9OFTU6NFN86,EUOECH21,EUOE,481,SETS Order Book,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,False,
UG Europe AG,50670029C9OFTU6NFN86,EUOECH21,EUOE,481,Off Book trading,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,
UG Europe AG,50670029C9OFTU6NFN86,EUOECH21,EUOE,481,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Unicredit Bank GmbH London Branch,2ZCNRR8UK83OBTEK2170,HYVEDEMM,BHVB,979,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,25283,Settlement-Agent,Caceis Bank SA,Yes,Market Maker - UK Securities
Unicredit Bank GmbH London Branch,2ZCNRR8UK83OBTEK2170,HYVEDEMM,BHVB,979,International Order Book,Euroclear Bank,25283,Settlement-Agent,Caceis Bank SA,Yes,Market Maker - UK Securities
Unicredit Bank GmbH London Branch,2ZCNRR8UK83OBTEK2170,HYVEDEMM,BHVB,979,SETS Order Book,CREST,8OMAY,Settlement-Agent,Caceis Bank SA,Yes,Market Maker - UK Securities
Unicredit Bank GmbH London Branch,2ZCNRR8UK83OBTEK2170,HYVEDEMM,BHVB,979,Off Book trading,Euroclear Bank,25283,Settlement-Agent,CACEIS Bank Deutschland GmbH,Yes,Market Maker - UK Securities
Unicredit Bank GmbH London Branch,2ZCNRR8UK83OBTEK2170,HYVEDEMM,BHVB,979,Off Book trading,DTCC,2598,Settlement-Agent,CACEIS Bank Deutschland GmbH,Yes,Market Maker - UK Securities
Unicredit Bank GmbH London Branch,2ZCNRR8UK83OBTEK2170,HYVEDEMM,BHVB,979,Off Book trading,CREST,8OMAY,Settlement-Agent,CACEIS Bank Deutschland GmbH,Yes,Market Maker - UK Securities
Van Lanschot Kempen N.V.,724500D8WOYCL1BUCB80,KEMPNL2A,KEMP,120,Off Book trading,CREST,FQUAG,Settlement-Agent,BNP Paribas SA,False,
Virtu Europe Trading Limited,213800EEC95PRUCEUP63,ITGLIE21,ITGL,227,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,15207,Settlement-Agent,BNP Paribas SA,False,
Virtu Europe Trading Limited,213800EEC95PRUCEUP63,ITGLIE21,ITGL,227,International Order Book,Euroclear Bank,15207,Settlement-Agent,BNP Paribas SA,False,
Virtu Europe Trading Limited,213800EEC95PRUCEUP63,ITGLIE21,ITGL,227,SETS Order Book,CREST,1CUAA,Settlement-Agent,BNP Paribas SA,False,
Virtu Europe Trading Limited,213800EEC95PRUCEUP63,ITGLIE21,ITGL,227,Off Book trading,Euroclear Bank,15207,Settlement-Agent,BNP Paribas SA,False,
Virtu Europe Trading Limited,213800EEC95PRUCEUP63,ITGLIE21,ITGL,227,Off Book trading,CREST,1CUAA,Settlement-Agent,BNP Paribas SA,False,
Virtu Europe Trading Limited,213800EEC95PRUCEUP63,ITGLIE21,ITGL,227,Off Book trading,DTCC,902,Settlement-Agent,BNP Paribas SA,False,
Virtu Financial Ireland Limited,549300XG5LFGN1IGYC71,VFILLSE1,VFIL,214,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Domestic
Virtu Financial Ireland Limited,549300XG5LFGN1IGYC71,VFILLSE1,VFIL,214,International Order Book,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Domestic
Virtu Financial Ireland Limited,549300XG5LFGN1IGYC71,VFILLSE1,VFIL,214,SETS Order Book,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Domestic
Virtu Financial Ireland Limited,549300XG5LFGN1IGYC71,VFILLSE1,VFIL,214,Off Book trading,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Domestic
Virtu Financial Ireland Limited,549300XG5LFGN1IGYC71,VFILLSE1,VFIL,214,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Domestic
Virtu Financial Ireland Limited,549300XG5LFGN1IGYC71,VFILLSE2,VFAL,214,SETS Order Book,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
Virtu Financial Ireland Limited,549300XG5LFGN1IGYC71,VFILLSE2,VFAL,214,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
Virtu Financial Ireland Limited,549300XG5LFGN1IGYC71,VFILLSE3,VIRT,214,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,23197,Settlement-Agent,BofA Securities Europe SA,Yes,
Virtu Financial Ireland Limited,549300XG5LFGN1IGYC71,VFILLSE3,VIRT,214,International Order Book,Euroclear Bank,23197,Settlement-Agent,BofA Securities Europe SA,Yes,
Virtu Financial Ireland Limited,549300XG5LFGN1IGYC71,VFILLSE3,VIRT,214,SETS Order Book,CREST,5SQAN,Settlement-Agent,BofA Securities Europe SA,Yes,
Virtu Financial Ireland Limited,549300XG5LFGN1IGYC71,VFILLSE3,VIRT,214,Off Book trading,Euroclear Bank,23197,Settlement-Agent,BofA Securities Europe SA,Yes,
Virtu Financial Ireland Limited,549300XG5LFGN1IGYC71,VFILLSE3,VIRT,214,Off Book trading,CREST,5SQAN,Settlement-Agent,BofA Securities Europe SA,Yes,
Walker Crips Investment Management Limited,213800DAFKGCXA75BD06,WCWBGB21,WCPP,873,Order Book for Retail Bonds,CREST,873,Self-Settlement,Walker Crips Investment Management Limited,False,
Walker Crips Investment Management Limited,213800DAFKGCXA75BD06,WCWBGB21,WCPP,873,Off Book trading,DTCC,010,Self-Settlement,Walker Crips Investment Management Limited,False,
Walker Crips Investment Management Limited,213800DAFKGCXA75BD06,WCWBGB21,WCPP,873,Off Book trading,Euroclear Bank,38288,Self-Settlement,Walker Crips Investment Management Limited,False,
Walker Crips Investment Management Limited,213800DAFKGCXA75BD06,WCWBGB21,WCPP,873,Off Book trading,CREST,873,Self-Settlement,Walker Crips Investment Management Limited,False,
Webb Traders B.V.,724500VR7OURFA1R7694,WETRNL21,WEBB,308,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
Webb Traders B.V.,724500VR7OURFA1R7694,WETRNL21,WEBB,308,International Order Book,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
Webb Traders B.V.,724500VR7OURFA1R7694,WETRNL21,WEBB,308,SETS Order Book,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
Webb Traders B.V.,724500VR7OURFA1R7694,WETRNL21,WEBB,308,Off Book trading,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
Webb Traders B.V.,724500VR7OURFA1R7694,WETRNL21,WEBB,308,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
W H Ireland Limited,21380036BEFEQ3ZRP871,WHISGB21,IRES,384,Off Book trading,CREST,BH01,Settlement-Agent,HSBC Bank plc,False,
Winterflood Securities Ltd,8BRUP6V1DX3PIG2R0745,WINFGB21,WING,803,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,20675,Settlement-Agent,BNP Paribas SA,Yes,GEMM - IL GEMM - Fixed Interest - UK Securities
Winterflood Securities Ltd,8BRUP6V1DX3PIG2R0745,WINFGB21,WING,803,Order Book for Retail Bonds,CREST,803,Self-Settlement,Winterflood Securities Ltd,Yes,GEMM - IL GEMM - Fixed Interest - UK Securities
Winterflood Securities Ltd,8BRUP6V1DX3PIG2R0745,WINFGB21,WING,803,SETS Order Book,CREST,803,Self-Settlement,Winterflood Securities Ltd,Yes,GEMM - IL GEMM - Fixed Interest - UK Securities
Winterflood Securities Ltd,8BRUP6V1DX3PIG2R0745,WINFGB21,WING,803,Off Book trading,Euroclear Bank,20675,Settlement-Agent,BNP Paribas SA,Yes,GEMM - IL GEMM - Fixed Interest - UK Securities
Winterflood Securities Ltd,8BRUP6V1DX3PIG2R0745,WINFGB21,WING,803,Off Book trading,CREST,803,Self-Settlement,Winterflood Securities Ltd,Yes,GEMM - IL GEMM - Fixed Interest - UK Securities
Winterflood Securities Ltd,8BRUP6V1DX3PIG2R0745,WINTERG0,WBUS,802,Off Book trading,CREST,LLUAA,Self-Settlement,Winterflood Securities Ltd,False,
Winterflood Securities Ltd,8BRUP6V1DX3PIG2R0745,WNTSGB2LBIC,WINS,801,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,20673,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - UK & International Securities
Winterflood Securities Ltd,8BRUP6V1DX3PIG2R0745,WNTSGB2LBIC,WINS,801,International Order Book,Euroclear Bank,20673,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - UK & International Securities
Winterflood Securities Ltd,8BRUP6V1DX3PIG2R0745,WNTSGB2LBIC,WINS,801,SETS Order Book,CREST,801,Self-Settlement,Winterflood Securities Ltd,Yes,Market Maker - UK & International Securities
Winterflood Securities Ltd,8BRUP6V1DX3PIG2R0745,WNTSGB2LBIC,WINS,801,Off Book trading,Euroclear Bank,20673,Settlement-Agent,BNP Paribas SA,Yes,Market Maker - UK & International Securities
Winterflood Securities Ltd,8BRUP6V1DX3PIG2R0745,WNTSGB2LBIC,WINS,801,Off Book trading,CREST,801,Self-Settlement,Winterflood Securities Ltd,Yes,Market Maker - UK & International Securities
Winterflood Securities Ltd,8BRUP6V1DX3PIG2R0745,WNTSGB2LBIC,WINS,801,Off Book trading,CREST,80101,Self-Settlement,Winterflood Securities Ltd,Yes,Market Maker - UK & International Securities
Winterflood Securities Ltd,8BRUP6V1DX3PIG2R0745,WNTSGB2LBIC,WINS,801,Off Book trading,DTCC,8120,Self-Settlement,Winterflood Securities Ltd,Yes,Market Maker - UK & International Securities
Xconnect Trading Limited,2138008NIL42YTU4S857,CONXGB21,XCTL,54,Off Book trading,CREST,2CUAG,Settlement-Agent,Societe Generale,False,
Xconnect Trading Limited,2138008NIL42YTU4S857,CONXGB21,XCTL,54,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Xconnect Trading Limited,2138008NIL42YTU4S857,CONXGB21,XCTL,54,Off Book trading,CREST,BO025,Settlement-Agent,Global Prime Partners Ltd,False,
XTX Markets Limited,213800WPTIY9961G2O04,TXMKGB21,TXMK,622,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,91805,Settlement-Agent,Merrill Lynch International,False,
XTX Markets Limited,213800WPTIY9961G2O04,TXMKGB21,TXMK,622,International Order Book,Euroclear Bank,91805,Settlement-Agent,Merrill Lynch International,False,
XTX Markets Limited,213800WPTIY9961G2O04,TXMKGB21,TXMK,622,SETS Order Book,CREST,FNMAY,Settlement-Agent,Merrill Lynch International,False,
XTX Markets Limited,213800WPTIY9961G2O04,TXMKGB21,TXMK,622,Off Book trading,Euroclear Bank,91805,Settlement-Agent,Merrill Lynch International,False,
XTX Markets Limited,213800WPTIY9961G2O04,TXMKGB21,TXMK,622,Off Book trading,CREST,FNMAY,Settlement-Agent,Merrill Lynch International,False,
XTX Markets Trading Limited,213800N2KFBZBWWT8D92,XTMTGB22,XTMT,621,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,91805,Settlement-Agent,Merrill Lynch International,False,
XTX Markets Trading Limited,213800N2KFBZBWWT8D92,XTMTGB22,XTMT,621,International Order Book,Euroclear Bank,91805,Settlement-Agent,Merrill Lynch International,False,
XTX Markets Trading Limited,213800N2KFBZBWWT8D92,XTMTGB22,XTMT,621,SETS Order Book,CREST,FNMAY,Settlement-Agent,Merrill Lynch International,False,
XTX Markets Trading Limited,213800N2KFBZBWWT8D92,XTMTGB22,XTMT,621,Off Book trading,Euroclear Bank,91805,Settlement-Agent,Merrill Lynch International,False,
XTX Markets Trading Limited,213800N2KFBZBWWT8D92,XTMTGB22,XTMT,621,Off Book trading,CREST,FNMAY,Settlement-Agent,Merrill Lynch International,False,
Zeus Capital Limited,213800F6CHS1SEYK1842,ZEUSGB21,ZEUS,360,SETS Order Book,CREST,601,Model-B,Pershing Securities Limited,False,
Zeus Capital Limited,213800F6CHS1SEYK1842,ZEUSGB21,ZEUS,360,Off Book trading,CREST,601,Model-B,Pershing Securities Limited,False,
Zeus Capital Limited,213800F6CHS1SEYK1842,ZEUZGB21,ZEUZ,360,SETS Order Book,CREST,601,Settlement-Agent,Pershing Securities Limited,Yes,
Zeus Capital Limited,213800F6CHS1SEYK1842,ZEUZGB21,ZEUZ,360,Off Book trading,CREST,601,Settlement-Agent,Pershing Securities Limited,Yes,
